technique,id,name,tactics,data_sources,data_sources_num
T1098,T1098.006,Additional Container Cluster Roles (T1098.006),persistence|privilege-escalation,User Account: User Account Modification,1
T1098,T1098.007,Additional Local or Domain Groups (T1098.007),persistence|privilege-escalation,User Account: User Account Modification,1
T1102,T1102,Web Service (T1102),command-and-control,Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow,3
T1102,T1102.001,Dead Drop Resolver (T1102.001),command-and-control,Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow,3
T1102,T1102.002,Bidirectional Communication (T1102.002),command-and-control,Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Process: Process Creation,4
T1102,T1102.003,One-Way Communication (T1102.003),command-and-control,Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Process: Process Creation,4
T1104,T1104,Multi-Stage Channels (T1104),command-and-control,Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Flow|Process: Process Creation,3
T1105,T1105,Ingress Tool Transfer (T1105),command-and-control,Command: Command Execution|File: File Creation|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Flow|Process: Process Creation,5
T1106,T1106,Native API (T1106),execution,Module: Module Load|Process: Process Access|Process: Process Creation,3
T1110,T1110,Brute Force (T1110),credential-access,User Account: User Account Authentication,1
T1110,T1110.001,Password Guessing (T1110.001),credential-access,User Account: User Account Authentication,1
T1110,T1110.002,Password Cracking (T1110.002),credential-access,File: File Access|File: File Creation|Process: Process Access|Process: Process Creation|User Account: User Account Authentication,5
T1110,T1110.003,Password Spraying (T1110.003),credential-access,User Account: User Account Authentication,1
T1110,T1110.004,Credential Stuffing (T1110.004),credential-access,User Account: User Account Authentication,1
T1111,T1111,Multi-Factor Authentication Interception (T1111),credential-access,Driver: Driver Load|Logon Session: Logon Session Creation|Process: OS API Execution|Process: Process Access|Process: Process Creation|Windows Registry: Windows Registry Key Modification,6
T1112,T1112,Modify Registry (T1112),defense-impairment|persistence,Process: Process Creation|Windows Registry: Windows Registry Key Modification,2
T1113,T1113,Screen Capture (T1113),collection,Module: Module Load|Process: Process Creation,2
T1114,T1114,Email Collection (T1114),collection,Application Log: Application Log Content|Command: Command Execution|File: File Access|Logon Session: Logon Session Creation|Network Share: Network Share Access|Network Traffic: Network Connection Creation|Process: Process Creation,7
T1114,T1114.001,Local Email Collection (T1114.001),collection,File: File Access|File: File Creation|Network Traffic: Network Connection Creation|Process: Process Creation,4
T1114,T1114.002,Remote Email Collection (T1114.002),collection,Application Log: Application Log Content|Command: Command Execution|Logon Session: Logon Session Creation|Network Traffic: Network Connection Creation,4
T1114,T1114.003,Email Forwarding Rule (T1114.003),collection,Application Log: Application Log Content|Cloud Service: Cloud Service Metadata|Command: Command Execution|File: File Modification|Process: Process Creation,5
T1115,T1115,Clipboard Data (T1115),collection,Process: Process Access|Process: Process Creation,2
T1119,T1119,Automated Collection (T1119),collection,File: File Access|File: File Creation|Process: Process Creation|Script: Script Execution|User Account: User Account Authentication,5
T1120,T1120,Peripheral Device Discovery (T1120),discovery,Drive: Drive Access|File: File Access|Process: Process Access|Process: Process Creation,4
T1123,T1123,Audio Capture (T1123),collection,File: File Access|File: File Creation|Process: OS API Execution|Process: Process Access|Process: Process Creation,5
T1124,T1124,System Time Discovery (T1124),discovery,Command: Command Execution|File: File Creation|File: File Modification|Module: Module Load|Process: OS API Execution|Process: Process Access|Process: Process Creation|Process: Process Metadata|Scheduled Job: Scheduled Job Creation|Scheduled Job: Scheduled Job Metadata|User Account: User Account Authentication,11
T1125,T1125,Video Capture (T1125),collection,Command: Command Execution|File: File Access|File: File Creation|Module: Module Load|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Process: OS API Execution|Process: Process Creation|Process: Process Metadata,9
T1127,T1127,Trusted Developer Utilities Proxy Execution (T1127),stealth|execution,File: File Creation|Module: Module Load|Network Traffic: Network Connection Creation|Process: Process Creation|Process: Process Metadata,5
T1127,T1127.001,MSBuild (T1127.001),stealth|execution,File: File Creation|Module: Module Load|Network Traffic: Network Connection Creation|Process: Process Access|Process: Process Creation|Process: Process Metadata|Process: Process Modification|Script: Script Execution,8
T1127,T1127.002,ClickOnce (T1127.002),stealth|execution,Module: Module Load|Process: Process Creation|Process: Process Metadata,3
T1127,T1127.003,JamPlus (T1127.003),stealth|execution,File: File Creation|Network Traffic: Network Connection Creation|Process: Process Creation|Process: Process Metadata,4
T1129,T1129,Shared Modules (T1129),execution,File: File Access|File: File Creation|Module: Module Load|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Process: Process Creation|Process: Process Metadata,7
T1132,T1132,Data Encoding (T1132),command-and-control,Command: Command Execution|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Process: Process Creation|User Account: User Account Authentication,5
T1132,T1132.001,Standard Encoding (T1132.001),command-and-control,Application Log: Application Log Content|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Process: Process Creation|Script: Script Execution,6
T1132,T1132.002,Non-Standard Encoding (T1132.002),command-and-control,Application Log: Application Log Content|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Process: Process Creation|Script: Script Execution,6
T1133,T1133,External Remote Services (T1133),persistence|initial-access,Application Log: Application Log Content|Logon Session: Logon Session Metadata|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Flow|User Account: User Account Authentication,5
T1134,T1134,Access Token Manipulation (T1134),stealth|privilege-escalation,Active Directory: Active Directory Object Modification|Logon Session: Logon Session Metadata|Process: OS API Execution|Process: Process Access|Process: Process Creation,5
T1134,T1134.001,Token Impersonation/Theft (T1134.001),stealth|privilege-escalation,Process: OS API Execution|Process: Process Access|Process: Process Creation,3
T1134,T1134.002,Create Process with Token (T1134.002),stealth|privilege-escalation,Active Directory: Active Directory Object Modification|Logon Session: Logon Session Metadata|Process: OS API Execution|Process: Process Access|Process: Process Creation,5
T1134,T1134.003,Make and Impersonate Token (T1134.003),stealth|privilege-escalation,Logon Session: Logon Session Metadata|Process: OS API Execution|Process: Process Creation,3
T1134,T1134.004,Parent PID Spoofing (T1134.004),stealth|privilege-escalation,Process: OS API Execution|Process: Process Creation|Process: Process Metadata,3
T1134,T1134.005,SID-History Injection (T1134.005),stealth|privilege-escalation,Active Directory: Active Directory Object Modification|Process: OS API Execution|User Account: User Account Metadata,3
T1135,T1135,Network Share Discovery (T1135),discovery,Command: Command Execution|Named Pipe: Named Pipe Metadata|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Flow|Process: OS API Execution|Process: Process Creation,6
T1136,T1136,Create Account (T1136),persistence,Command: Command Execution|File: File Modification|Process: Process Creation|User Account: User Account Creation|User Account: User Account Modification,5
T1136,T1136.001,Local Account (T1136.001),persistence,Command: Command Execution|File: File Modification|Process: Process Creation|User Account: User Account Creation,4
T1136,T1136.002,Domain Account (T1136.002),persistence,Command: Command Execution|Logon Session: Logon Session Creation|Process: Process Creation|User Account: User Account Authentication|User Account: User Account Creation,5
T1136,T1136.003,Cloud Account (T1136.003),persistence,Group: Group Modification|User Account: User Account Authentication|User Account: User Account Creation|User Account: User Account Modification,4
T1137,T1137,Office Application Startup (T1137),persistence,Application Log: Application Log Content|File: File Creation|Process: Process Creation|User Account: User Account Modification|Windows Registry: Windows Registry Key Modification,5
T1137,T1137.001,Office Template Macros (T1137.001),persistence,Command: Command Execution|File: File Creation|File: File Metadata|Process: Process Creation|Windows Registry: Windows Registry Key Modification,5
T1137,T1137.002,Office Test (T1137.002),persistence,Command: Command Execution|File: File Creation|Module: Module Load|Process: Process Creation|Windows Registry: Windows Registry Key Modification,5
T1137,T1137.003,Outlook Forms (T1137.003),persistence,Application Log: Application Log Content|Command: Command Execution|Module: Module Load|Process: Process Creation,4
T1137,T1137.004,Outlook Home Page (T1137.004),persistence,Application Log: Application Log Content|Command: Command Execution|Module: Module Load|Process: Process Creation,4
T1137,T1137.005,Outlook Rules (T1137.005),persistence,Application Log: Application Log Content|Command: Command Execution|Module: Module Load|Process: Process Creation,4
T1137,T1137.006,Add-ins (T1137.006),persistence,Application Log: Application Log Content|Command: Command Execution|File: File Creation|File: File Modification|Process: Process Creation|Windows Registry: Windows Registry Key Modification,6
T1140,T1140,Deobfuscate/Decode Files or Information (T1140),stealth,Command: Command Execution|File: File Creation|Process: Process Access|Process: Process Creation,4
T1176,T1176,Software Extensions (T1176),persistence,Command: Command Execution|File: File Creation|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Flow|Process: Process Creation|Windows Registry: Windows Registry Key Modification,6
T1176,T1176.001,Browser Extensions (T1176.001),persistence,Command: Command Execution|File: File Access|File: File Creation|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Process: Process Creation|Windows Registry: Windows Registry Key Modification,7
T1176,T1176.002,IDE Extensions (T1176.002),persistence,File: File Creation|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Flow|Process: Process Creation,4
T1185,T1185,Browser Session Hijacking (T1185),collection,Logon Session: Logon Session Creation|Logon Session: Logon Session Metadata|Module: Module Load|Network Traffic: Network Connection Creation|Process: Process Access|Process: Process Modification|User Account: User Account Metadata,7
T1187,T1187,Forced Authentication (T1187),credential-access,File: File Creation|File: File Modification|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow,4
T1189,T1189,Drive-by Compromise (T1189),initial-access,Application Log: Application Log Content|File: File Creation|Logon Session: Logon Session Creation|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Process: Process Creation|Process: Process Modification|User Account: User Account Authentication|User Account: User Account Metadata,9
T1190,T1190,Exploit Public-Facing Application (T1190),initial-access,Application Log: Application Log Content|Module: Module Load|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Process: Process Creation,6
T1195,T1195,Supply Chain Compromise (T1195),initial-access,File: File Creation|File: File Metadata|File: File Modification|Module: Module Load|Network Traffic: Network Traffic Flow|Process: Process Creation|Process: Process Modification,7
T1195,T1195.001,Compromise Software Dependencies and Development Tools (T1195.001),initial-access,File: File Creation|File: File Metadata|Module: Module Load|Network Traffic: Network Traffic Flow|Process: Process Creation|Process: Process Modification|Windows Registry: Windows Registry Key Modification,7
T1195,T1195.002,Compromise Software Supply Chain (T1195.002),initial-access,Driver: Driver Load|File: File Creation|File: File Metadata|Module: Module Load|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Flow|Process: Process Creation|Windows Registry: Windows Registry Key Modification,8
T1195,T1195.003,Compromise Hardware Supply Chain (T1195.003),initial-access,Driver: Driver Load|File: File Metadata|Module: Module Load|Process: Process Access|Sensor Health: Host Status,5
T1197,T1197,BITS Jobs (T1197),stealth|persistence|execution,Command: Command Execution|Network Traffic: Network Connection Creation|Process: Process Creation|Service: Service Creation,4
T1199,T1199,Trusted Relationship (T1199),initial-access,Application Log: Application Log Content|Logon Session: Logon Session Creation|Logon Session: Logon Session Metadata|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content,5
T1200,T1200,Hardware Additions (T1200),initial-access,Application Log: Application Log Content|Drive: Drive Creation|Driver: Driver Load|File: File Creation|Module: Module Load|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Flow|Process: Process Creation,8
T1201,T1201,Password Policy Discovery (T1201),discovery,Active Directory: Active Directory Object Access|Command: Command Execution|Process: Process Creation|User Account: User Account Metadata,4
T1202,T1202,Indirect Command Execution (T1202),stealth,File: File Creation|Network Traffic: Network Connection Creation|Process: Process Creation,3
T1203,T1203,Exploitation for Client Execution (T1203),execution,Application Log: Application Log Content|File: File Access|File: File Creation|File: File Modification|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Flow|Process: Process Creation,7
T1204,T1204,User Execution (T1204),execution,Application Log: Application Log Content|Container: Container Creation|Container: Container Start|File: File Access|File: File Creation|File: File Modification|Instance: Instance Creation|Instance: Instance Start|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Process: Process Creation,11
T1204,T1204.001,Malicious Link (T1204.001),execution,File: File Creation|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Process: Process Creation,4
T1204,T1204.002,Malicious File (T1204.002),execution,File: File Creation|File: File Metadata|Process: Process Creation,3
T1204,T1204.003,Malicious Image (T1204.003),execution,Command: Command Execution|Container: Container Creation|Container: Container Start|Image: Image Creation|Instance: Instance Creation|Instance: Instance Start|Network Traffic: Network Traffic Content|Process: Process Creation,8
T1204,T1204.004,Malicious Copy and Paste (T1204.004),execution,Command: Command Execution|File: File Creation|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Process: Process Creation,5
T1204,T1204.005,Malicious Library (T1204.005),execution,File: File Creation|File: File Metadata|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Process: Process Creation,5
T1205,T1205,Traffic Signaling (T1205),stealth|persistence|command-and-control,Command: Command Execution|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Process: Process Creation,5
T1205,T1205.001,Port Knocking (T1205.001),stealth|persistence|command-and-control,Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Flow|Process: Process Creation,3
T1205,T1205.002,Socket Filters (T1205.002),stealth|persistence|command-and-control,Driver: Driver Load|Module: Module Load|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Process: Process Creation|Service: Service Creation,6
T1207,T1207,Rogue Domain Controller (T1207),defense-impairment,Active Directory: Active Directory Credential Request|Active Directory: Active Directory Object Access|Active Directory: Active Directory Object Creation|Active Directory: Active Directory Object Modification|Network Traffic: Network Traffic Content,5
T1210,T1210,Exploitation of Remote Services (T1210),lateral-movement,Application Log: Application Log Content|File: File Creation|Module: Module Load|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Process: Process Access|Process: Process Creation,7
T1211,T1211,Exploitation for Stealth (T1211),stealth,Application Log: Application Log Content|Module: Module Load|Process: Process Creation,3
T1212,T1212,Exploitation for Credential Access (T1212),credential-access,Application Log: Application Log Content|Process: Process Access|Process: Process Creation|User Account: User Account Authentication,4
T1213,T1213,Data from Information Repositories (T1213),collection,Application Log: Application Log Content|Cloud Service: Cloud Service Modification|Cloud Storage: Cloud Storage Access|Command: Command Execution|File: File Access|Network Share: Network Share Access|Network Traffic: Network Connection Creation|Process: Process Creation,8
T1213,T1213.001,Confluence (T1213.001),collection,Application Log: Application Log Content|Logon Session: Logon Session Creation|Network Traffic: Network Traffic Content,3
T1213,T1213.002,Sharepoint (T1213.002),collection,Application Log: Application Log Content|Cloud Service: Cloud Service Metadata|Logon Session: Logon Session Creation,3
T1213,T1213.003,Code Repositories (T1213.003),collection,Application Log: Application Log Content|Cloud Service: Cloud Service Metadata|Logon Session: Logon Session Creation,3
T1213,T1213.004,Customer Relationship Management Software (T1213.004),collection,Application Log: Application Log Content|Logon Session: Logon Session Creation,2
T1213,T1213.005,Messaging Applications (T1213.005),collection,Application Log: Application Log Content|Logon Session: Logon Session Creation,2
T1213,T1213.006,Databases (T1213.006),collection,Application Log: Application Log Content|Cloud Service: Cloud Service Metadata|Cloud Storage: Cloud Storage Access|File: File Access|File: File Creation|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Process: Process Creation,8
T1216,T1216,System Script Proxy Execution (T1216),stealth,Command: Command Execution|File: File Creation|Module: Module Load|Process: Process Access|Process: Process Creation,5
T1216,T1216.001,PubPrn (T1216.001),stealth,Command: Command Execution|Module: Module Load|Network Traffic: Network Connection Creation|Process: Process Creation,4
T1216,T1216.002,SyncAppvPublishingServer (T1216.002),stealth,Command: Command Execution|Module: Module Load|Process: Process Access|Process: Process Creation,4
T1217,T1217,Browser Information Discovery (T1217),discovery,Command: Command Execution|File: File Access|File: File Creation|Process: Process Creation,4
T1218,T1218,System Binary Proxy Execution (T1218),stealth,Module: Module Load|Network Traffic: Network Connection Creation|Process: Process Creation,3
T1218,T1218.001,Compiled HTML File (T1218.001),stealth,File: File Creation|Module: Module Load|Network Traffic: Network Connection Creation|Process: Process Creation,4
T1218,T1218.002,Control Panel (T1218.002),stealth,File: File Creation|Module: Module Load|Process: Process Creation|Windows Registry: Windows Registry Key Creation,4
T1218,T1218.003,CMSTP (T1218.003),stealth,Command: Command Execution|File: File Creation|Network Traffic: Network Connection Creation|Process: Process Access|Process: Process Creation|Windows Registry: Windows Registry Key Creation|Windows Registry: Windows Registry Key Modification,7
T1218,T1218.004,InstallUtil (T1218.004),stealth,Command: Command Execution|File: File Creation|Module: Module Load|Process: Process Creation,4
T1218,T1218.005,Mshta (T1218.005),stealth,File: File Creation|Network Traffic: Network Connection Creation|Process: Process Creation,3
T1218,T1218.007,Msiexec (T1218.007),stealth,Module: Module Load|Network Traffic: Network Connection Creation|Process: Process Creation,3
T1218,T1218.008,Odbcconf (T1218.008),stealth,Module: Module Load|Network Traffic: Network Connection Creation|Process: Process Creation,3
T1218,T1218.009,Regsvcs/Regasm (T1218.009),stealth,Command: Command Execution|File: File Creation|Module: Module Load|Network Traffic: Network Connection Creation|Process: Process Creation|Windows Registry: Windows Registry Key Creation|Windows Registry: Windows Registry Key Modification,7
T1218,T1218.010,Regsvr32 (T1218.010),stealth,Module: Module Load|Network Traffic: Network Connection Creation|Process: Process Creation,3
T1218,T1218.011,Rundll32 (T1218.011),stealth,File: File Creation|Module: Module Load|Network Traffic: Network Connection Creation|Process: Process Creation,4
T1218,T1218.012,Verclsid (T1218.012),stealth,Module: Module Load|Network Traffic: Network Connection Creation|Process: Process Creation|Windows Registry: Windows Registry Key Modification,4
T1218,T1218.013,Mavinject (T1218.013),stealth,Command: Command Execution|File: File Creation|Module: Module Load|Network Traffic: Network Connection Creation|Process: Process Access|Process: Process Creation,6
T1218,T1218.014,MMC (T1218.014),stealth,Command: Command Execution|File: File Creation|Module: Module Load|Network Traffic: Network Connection Creation|Process: OS API Execution|Process: Process Creation|Windows Registry: Windows Registry Key Creation|Windows Registry: Windows Registry Key Modification,8
T1218,T1218.015,Electron Applications (T1218.015),stealth,File: File Creation|Module: Module Load|Network Traffic: Network Connection Creation|Process: Process Creation,4
T1219,T1219,Remote Access Tools (T1219),command-and-control,File: File Creation|Network Traffic: Network Connection Creation|Process: Process Creation|Service: Service Creation|Windows Registry: Windows Registry Key Creation|Windows Registry: Windows Registry Key Modification,6
T1219,T1219.001,IDE Tunneling (T1219.001),command-and-control,File: File Creation|Network Traffic: Network Connection Creation|Process: Process Creation,3
T1219,T1219.002,Remote Desktop Software (T1219.002),command-and-control,File: File Creation|Firewall: Firewall Rule Modification|Network Traffic: Network Connection Creation|Process: Process Creation,4
T1219,T1219.003,Remote Access Hardware (T1219.003),command-and-control,Drive: Drive Creation,1
T1220,T1220,XSL Script Processing (T1220),stealth,Module: Module Load|Process: Process Creation,2
T1221,T1221,Template Injection (T1221),stealth,Network Traffic: Network Connection Creation|Process: Process Creation,2
T1222,T1222,File and Directory Permissions Modification (T1222),defense-impairment,Active Directory: Active Directory Object Modification|Command: Command Execution|File: File Creation|File: File Metadata|Process: Process Creation,5
T1222,T1222.001,Windows Permissions (T1222.001),defense-impairment,Active Directory: Active Directory Object Modification|Command: Command Execution|File: File Creation|File: File Metadata|Process: Process Creation|WMI: WMI Creation,6
T1222,T1222.002,Linux and Mac Permissions (T1222.002),defense-impairment,Command: Command Execution|File: File Metadata|File: File Modification|Process: Process Creation,4
T1480,T1480,Execution Guardrails (T1480),stealth,Command: Command Execution|File: File Access|File: File Creation|Logon Session: Logon Session Creation|Module: Module Load|Network Traffic: Network Connection Creation|Process: Process Creation|Process: Process Modification|User Account: User Account Authentication|WMI: WMI Creation|Windows Registry: Windows Registry Key Modification,11
T1480,T1480.001,Environmental Keying (T1480.001),stealth,Command: Command Execution|File: File Access|Logon Session: Logon Session Creation|Module: Module Load|Network Traffic: Network Connection Creation|Process: Process Access|Process: Process Creation|WMI: WMI Creation,8
T1480,T1480.002,Mutual Exclusion (T1480.002),stealth,File: File Access|File: File Creation|Process: OS API Execution|Process: Process Creation|Process: Process Termination,5
T1482,T1482,Domain Trust Discovery (T1482),discovery,Active Directory: Active Directory Object Access|Command: Command Execution|Module: Module Load|Process: Process Access|Process: Process Creation,5
T1484,T1484,Domain or Tenant Policy Modification (T1484),defense-impairment|privilege-escalation,Active Directory: Active Directory Object Modification|Application Log: Application Log Content|File: File Modification|Process: Process Creation|User Account: User Account Authentication,5
T1484,T1484.001,Group Policy Modification (T1484.001),defense-impairment|privilege-escalation,Active Directory: Active Directory Object Modification|File: File Creation|File: File Modification|Process: Process Creation|User Account: User Account Modification,5
T1484,T1484.002,Trust Modification (T1484.002),defense-impairment|privilege-escalation,Active Directory: Active Directory Object Modification|Application Log: Application Log Content|Command: Command Execution|Process: Process Creation|User Account: User Account Modification,5
T1485,T1485,Data Destruction (T1485),impact,Cloud Storage: Cloud Storage Deletion|Command: Command Execution|File: File Creation|File: File Deletion|Process: Process Creation|Process: Process Termination|Volume: Volume Deletion,7
T1485,T1485.001,Lifecycle-Triggered Deletion (T1485.001),impact,Cloud Storage: Cloud Storage Modification,1
T1486,T1486,Data Encrypted for Impact (T1486),impact,Cloud Storage: Cloud Storage Modification|Command: Command Execution|File: File Creation|File: File Modification|Process: Process Creation,5
T1489,T1489,Service Stop (T1489),impact,File: File Deletion|Logon Session: Logon Session Metadata|Process: Process Creation|Process: Process Termination|Service: Service Creation|Service: Service Metadata,6
T1490,T1490,Inhibit System Recovery (T1490),impact,Cloud Storage: Cloud Storage Deletion|Command: Command Execution|File: File Deletion|Process: Process Creation|Service: Service Metadata|Snapshot: Snapshot Deletion|Windows Registry: Windows Registry Key Modification,7
T1491,T1491,Defacement (T1491),impact,Application Log: Application Log Content|Cloud Storage: Cloud Storage Access|File: File Creation|File: File Modification|Network Traffic: Network Traffic Content|Process: Process Creation,6
T1491,T1491.001,Internal Defacement (T1491.001),impact,Command: Command Execution|File: File Access|File: File Creation|File: File Modification|Process: Process Creation|Script: Script Execution|User Account: User Account Modification,7
T1491,T1491.002,External Defacement (T1491.002),impact,Cloud Storage: Cloud Storage Access|Cloud Storage: Cloud Storage Enumeration|File: File Creation|File: File Modification|Logon Session: Logon Session Metadata|Network Traffic: Network Traffic Content|Process: Process Creation,7
T1495,T1495,Firmware Corruption (T1495),impact,Driver: Driver Load|Firmware: Firmware Modification|Network Traffic: Network Traffic Content|Process: Process Creation,4
T1496,T1496,Resource Hijacking (T1496),impact,Application Log: Application Log Content|Cloud Service: Cloud Service Modification|Instance: Instance Start|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Process: Process Creation|Sensor Health: Host Status,8
T1496,T1496.001,Compute Hijacking (T1496.001),impact,Container: Container Creation|Instance: Instance Start|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Process: Process Creation|Scheduled Job: Scheduled Job Creation|Sensor Health: Host Status,8
T1496,T1496.002,Bandwidth Hijacking (T1496.002),impact,Instance: Instance Start|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Process: Process Creation,5
T1496,T1496.003,SMS Pumping (T1496.003),impact,Application Log: Application Log Content|User Account: User Account Authentication,2
T1496,T1496.004,Cloud Service Hijacking (T1496.004),impact,Application Log: Application Log Content|Cloud Service: Cloud Service Modification|User Account: User Account Metadata,3
T1497,T1497,Virtualization/Sandbox Evasion (T1497),stealth|discovery,Command: Command Execution|Module: Module Load|Process: Process Creation,3
T1497,T1497.001,System Checks (T1497.001),stealth|discovery,Module: Module Load|Process: Process Access|Process: Process Creation,3
T1497,T1497.002,User Activity Based Checks (T1497.002),stealth|discovery,Command: Command Execution|File: File Access|Logon Session: Logon Session Metadata|Process: OS API Execution|Process: Process Access|Process: Process Creation,6
T1497,T1497.003,Time Based Checks (T1497.003),stealth|discovery,File: File Metadata|Module: Module Load|Process: OS API Execution|Process: Process Creation,4
T1498,T1498,Network Denial of Service (T1498),impact,Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Flow|Process: Process Creation,3
T1498,T1498.001,Direct Network Flood (T1498.001),impact,Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Flow|Process: Process Creation|Sensor Health: Host Status,4
T1498,T1498.002,Reflection Amplification (T1498.002),impact,Command: Command Execution|Firewall: Firewall Rule Modification|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Flow|Process: Process Creation|Sensor Health: Host Status,6
T1499,T1499,Endpoint Denial of Service (T1499),impact,Application Log: Application Log Content|Instance: Instance Start|Network Traffic: Network Traffic Flow|Process: Process Creation|Sensor Health: Host Status,5
T1499,T1499.001,OS Exhaustion Flood (T1499.001),impact,Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Process: Process Creation|Sensor Health: Host Status,4
T1499,T1499.002,Service Exhaustion Flood (T1499.002),impact,Application Log: Application Log Content|Firewall: Firewall Rule Modification|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Process: Process Access|Sensor Health: Host Status,7
T1499,T1499.003,Application Exhaustion Flood (T1499.003),impact,Application Log: Application Log Content|Cloud Service: Cloud Service Metadata|Network Traffic: Network Traffic Content|Process: Process Creation|Sensor Health: Host Status,5
T1499,T1499.004,Application or System Exploitation (T1499.004),impact,Application Log: Application Log Content|Instance: Instance Stop|Network Traffic: Network Traffic Content|Process: Process Creation|Process: Process Termination|Service: Service Creation,6
T1505,T1505,Server Software Component (T1505),persistence,Application Log: Application Log Content|Command: Command Execution|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Process: Process Creation|Scheduled Job: Scheduled Job Creation,6
T1505,T1505.001,SQL Stored Procedures (T1505.001),persistence,Module: Module Load|Process: Process Creation|Script: Script Execution,3
T1505,T1505.002,Transport Agent (T1505.002),persistence,Application Log: Application Log Content|Command: Command Execution|File: File Creation|File: File Modification|Module: Module Load|Process: Process Creation,6
T1505,T1505.003,Web Shell (T1505.003),persistence,File: File Creation|File: File Modification|Logon Session: Logon Session Creation|Network Traffic: Network Traffic Content|Process: Process Creation,5
T1505,T1505.004,IIS Components (T1505.004),persistence,Application Log: Application Log Content|File: File Creation|File: File Modification|Module: Module Load|Process: Process Creation|Service: Service Modification,6
T1505,T1505.005,Terminal Services DLL (T1505.005),persistence,File: File Creation|Module: Module Load|Process: Process Creation|Windows Registry: Windows Registry Key Modification,4
T1505,T1505.006,vSphere Installation Bundles (T1505.006),persistence,Application Log: Application Log Content|Command: Command Execution|File: File Modification,3
T1518,T1518,Software Discovery (T1518),discovery,Application Log: Application Log Content|Cloud Service: Cloud Service Enumeration|Command: Command Execution|Process: Process Creation,4
T1518,T1518.001,Security Software Discovery (T1518.001),discovery,Command: Command Execution|Module: Module Load|Process: Process Creation,3
T1518,T1518.002,Backup Software Discovery (T1518.002),discovery,File: File Access|File: File Creation|Process: Process Creation|Windows Registry: Windows Registry Key Modification,4
T1525,T1525,Implant Internal Image (T1525),persistence,Image: Image Creation|Image: Image Modification|Instance: Instance Start,3
T1526,T1526,Cloud Service Discovery (T1526),discovery,Cloud Service: Cloud Service Enumeration|Logon Session: Logon Session Creation|User Account: User Account Metadata,3
T1528,T1528,Steal Application Access Token (T1528),credential-access,Application Log: Application Log Content|Cloud Service: Cloud Service Enumeration|Cloud Service: Cloud Service Modification|Cloud Storage: Cloud Storage Access|File: File Access|User Account: User Account Authentication,6
T1529,T1529,System Shutdown/Reboot (T1529),impact,Command: Command Execution|Process: Process Creation|Sensor Health: Host Status,3
